date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:21	25523/25523	---M-Z	200	added ('OK')	text/html	etag:%2263b3-5f174e55-1faf49a7b096cfe6;gz%22	https://theembazaar.com/tf/educate/about3.html	C:/education/theembazaar.com/tf/educate/about3.html	(from https://theembazaar.com/tf/educate/)
11:49:21	25461/25461	---M-Z	200	added ('OK')	text/html	etag:%226375-5f174e58-8dd4ad28e7a72587;gz%22	https://theembazaar.com/tf/educate/history.html	C:/education/theembazaar.com/tf/educate/history.html	(from https://theembazaar.com/tf/educate/)
11:49:21	26132/26132	---M-Z	200	added ('OK')	text/html	etag:%226614-5f174e57-e4dd239b6ec6a39d;gz%22	https://theembazaar.com/tf/educate/career.html	C:/education/theembazaar.com/tf/educate/career.html	(from https://theembazaar.com/tf/educate/)
11:49:21	24242/24242	---M-Z	200	added ('OK')	text/html	etag:%225eb2-5f174e5a-6e140b10c041362b;gz%22	https://theembazaar.com/tf/educate/partnerships.html	C:/education/theembazaar.com/tf/educate/partnerships.html	(from https://theembazaar.com/tf/educate/)
11:49:22	22754/22754	---M-Z	200	added ('OK')	text/html	etag:%2258e2-5f174e59-e052a8123950d3e;gz%22	https://theembazaar.com/tf/educate/leadership.html	C:/education/theembazaar.com/tf/educate/leadership.html	(from https://theembazaar.com/tf/educate/)
11:49:22	32997/32997	---M-Z	200	added ('OK')	text/html	etag:%2280e5-5f174e57-fa86379b7e7c0ec2;gz%22	https://theembazaar.com/tf/educate/courses.html	C:/education/theembazaar.com/tf/educate/courses.html	(from https://theembazaar.com/tf/educate/)
11:49:22	33354/33354	---M-Z	200	added ('OK')	text/html	etag:%22824a-5f174e57-949b799a7e4f98f9;gz%22	https://theembazaar.com/tf/educate/courses-details.html	C:/education/theembazaar.com/tf/educate/courses-details.html	(from https://theembazaar.com/tf/educate/)
11:49:22	29054/29054	---M-Z	200	added ('OK')	text/html	etag:%22717e-60f9c93f-cca56553c1eb73ff;gz%22	https://theembazaar.com/tf/educate/blog.html	C:/education/theembazaar.com/tf/educate/blog.html	(from https://theembazaar.com/tf/educate/)
11:49:23	28547/28547	---M-Z	200	added ('OK')	text/html	etag:%226f83-60f9586b-fa150727fe2f537;gz%22	https://theembazaar.com/tf/educate/blog-detail.html	C:/education/theembazaar.com/tf/educate/blog-detail.html	(from https://theembazaar.com/tf/educate/)
11:49:23	26054/26054	---M-Z	200	added ('OK')	text/html	etag:%2265c6-5f174e58-55131d482006b4ae;gz%22	https://theembazaar.com/tf/educate/event.html	C:/education/theembazaar.com/tf/educate/event.html	(from https://theembazaar.com/tf/educate/)
11:49:23	23239/23239	---M-Z	200	added ('OK')	text/html	etag:%225ac7-5f174e58-7e5272fc7f60295;gz%22	https://theembazaar.com/tf/educate/event-details.html	C:/education/theembazaar.com/tf/educate/event-details.html	(from https://theembazaar.com/tf/educate/)
11:49:23	24529/24529	---M-Z	200	added ('OK')	text/html	etag:%225fd1-5f174e5a-eb0911afa32f8067;gz%22	https://theembazaar.com/tf/educate/portfolio-grid.html	C:/education/theembazaar.com/tf/educate/portfolio-grid.html	(from https://theembazaar.com/tf/educate/)
11:49:23	23907/23907	---M-Z	200	added ('OK')	text/html	etag:%225d63-5f174e5a-fae576a3aa77e2c7;gz%22	https://theembazaar.com/tf/educate/portfolio-masonry.html	C:/education/theembazaar.com/tf/educate/portfolio-masonry.html	(from https://theembazaar.com/tf/educate/)
11:49:24	20666/20666	---M-Z	200	added ('OK')	text/html	etag:%2250ba-5f174e5a-a65b5a310466f60a;gz%22	https://theembazaar.com/tf/educate/portfolio-single.html	C:/education/theembazaar.com/tf/educate/portfolio-single.html	(from https://theembazaar.com/tf/educate/)
11:49:24	35065/35065	---M-Z	200	added ('OK')	text/html	etag:%2288f9-5f174e59-4d1c79ee6e9903e8;gz%22	https://theembazaar.com/tf/educate/lecturers.html	C:/education/theembazaar.com/tf/educate/lecturers.html	(from https://theembazaar.com/tf/educate/)
11:49:24	31860/31860	---M-Z	200	added ('OK')	text/html	etag:%227c74-5f174e59-2bb768e25a0fbdef;gz%22	https://theembazaar.com/tf/educate/lecturers2.html	C:/education/theembazaar.com/tf/educate/lecturers2.html	(from https://theembazaar.com/tf/educate/)
11:49:24	19989/19989	---M-Z	200	added ('OK')	text/html	etag:%224e15-5f174e59-be374b8471d3cad5;gz%22	https://theembazaar.com/tf/educate/lecturer-details.html	C:/education/theembazaar.com/tf/educate/lecturer-details.html	(from https://theembazaar.com/tf/educate/)
11:49:25	29663/29663	---M-Z	200	added ('OK')	text/html	etag:%2273df-5f174e5a-630e077720520be7;gz%22	https://theembazaar.com/tf/educate/pricing.html	C:/education/theembazaar.com/tf/educate/pricing.html	(from https://theembazaar.com/tf/educate/)
11:49:25	25599/25599	---M-Z	200	added ('OK')	text/html	etag:%2263ff-5f174e58-cecfa24dd2a2f4bf;gz%22	https://theembazaar.com/tf/educate/faq.html	C:/education/theembazaar.com/tf/educate/faq.html	(from https://theembazaar.com/tf/educate/)
11:49:25	20041/20041	---M-Z	200	added ('OK')	text/html	etag:%224e49-5f174e5a-bf8e0e0059d64a3a;gz%22	https://theembazaar.com/tf/educate/register.html	C:/education/theembazaar.com/tf/educate/register.html	(from https://theembazaar.com/tf/educate/)
11:49:25	18987/18987	---M-Z	200	added ('OK')	text/html	etag:%224a2b-5f174e59-8c15ef1e92f0fa7f;gz%22	https://theembazaar.com/tf/educate/login.html	C:/education/theembazaar.com/tf/educate/login.html	(from https://theembazaar.com/tf/educate/)
11:49:25	22248/22248	---M-Z	200	added ('OK')	text/html	etag:%2256e8-5f174e5b-aed6f62a55da2941;gz%22	https://theembazaar.com/tf/educate/testimonial.html	C:/education/theembazaar.com/tf/educate/testimonial.html	(from https://theembazaar.com/tf/educate/)
11:49:26	18396/18396	---M-Z	200	added ('OK')	text/html	etag:%2247dc-5f174e56-faf8c066247d755c;gz%22	https://theembazaar.com/tf/educate/404.html	C:/education/theembazaar.com/tf/educate/404.html	(from https://theembazaar.com/tf/educate/)
11:49:26	17741/17741	---M-Z	200	added ('OK')	text/html	etag:%22454d-5f174e56-cd2ff293a75b9153;gz%22	https://theembazaar.com/tf/educate/blank.html	C:/education/theembazaar.com/tf/educate/blank.html	(from https://theembazaar.com/tf/educate/)
11:49:26	27416/27416	---M-Z	200	added ('OK')	text/html	etag:%226b18-5f174e5a-53fd4a480df403c7;gz%22	https://theembazaar.com/tf/educate/shop.html	C:/education/theembazaar.com/tf/educate/shop.html	(from https://theembazaar.com/tf/educate/)
11:49:26	36620/36620	---M-Z	200	added ('OK')	text/html	etag:%228f0c-5f174e5a-745fdf1dcab09f8e;gz%22	https://theembazaar.com/tf/educate/shop-sidebar.html	C:/education/theembazaar.com/tf/educate/shop-sidebar.html	(from https://theembazaar.com/tf/educate/)
11:49:27	48084/48084	---M-Z	200	added ('OK')	text/html	etag:%22bbd4-5f174e5b-e89c08e9af08a8e4;gz%22	https://theembazaar.com/tf/educate/shop-details.html	C:/education/theembazaar.com/tf/educate/shop-details.html	(from https://theembazaar.com/tf/educate/)
11:49:27	23071/23071	---M-Z	200	added ('OK')	text/html	etag:%225a1f-5f174e58-9605cb53da69940f;gz%22	https://theembazaar.com/tf/educate/cart.html	C:/education/theembazaar.com/tf/educate/cart.html	(from https://theembazaar.com/tf/educate/)
11:49:27	22322/22322	---M-Z	200	added ('OK')	text/html	etag:%225732-5f174e58-859a6fa0ce640751;gz%22	https://theembazaar.com/tf/educate/checkout.html	C:/education/theembazaar.com/tf/educate/checkout.html	(from https://theembazaar.com/tf/educate/)
11:49:27	20529/20529	---M-Z	200	added ('OK')	text/html	etag:%225031-5f174e56-c41064019072d852;gz%22	https://theembazaar.com/tf/educate/contact.html	C:/education/theembazaar.com/tf/educate/contact.html	(from https://theembazaar.com/tf/educate/)
11:49:28	21204/21204	---M-Z	200	added ('OK')	text/html	etag:%2252d4-5f174e57-bdc1d893cb816806;gz%22	https://theembazaar.com/tf/educate/contact2.html	C:/education/theembazaar.com/tf/educate/contact2.html	(from https://theembazaar.com/tf/educate/)
11:49:28	196663/196663	---M--	200	added ('OK')	image/jpeg	etag:%2230037-5f176df5-a48f9a84382eaa0a;;;%22	https://theembazaar.com/tf/educate/assets/images/banner/slider1.jpg	C:/education/theembazaar.com/tf/educate/assets/images/banner/slider1.jpg	(from https://theembazaar.com/tf/educate/)
11:49:30	39074/39074	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jan%202023%2004:49:30%20GMT	https://theembazaar.com/tf/educate/about_us.html	C:/education/theembazaar.com/tf/educate/about_us.html	(from https://theembazaar.com/tf/educate/)
11:49:31	371305/371305	---M--	200	added ('OK')	image/jpeg	etag:%225aa69-5f176df6-ee2527c9c962cf32;;;%22	https://theembazaar.com/tf/educate/assets/images/banner/slider3.jpg	C:/education/theembazaar.com/tf/educate/assets/images/banner/slider3.jpg	(from https://theembazaar.com/tf/educate/)
11:49:31	344584/344584	---M--	200	added ('OK')	image/jpeg	etag:%2254208-5f176df6-36db92a33a8f3a2a;;;%22	https://theembazaar.com/tf/educate/assets/images/banner/slider2.jpg	C:/education/theembazaar.com/tf/educate/assets/images/banner/slider2.jpg	(from https://theembazaar.com/tf/educate/)
11:49:32	43774/43774	---M--	200	added ('OK')	image/jpeg	etag:%22aafe-5f175977-603e9c7c9f0bf9e2;;;%22	https://theembazaar.com/tf/educate/assets/images/img1.jpg	C:/education/theembazaar.com/tf/educate/assets/images/img1.jpg	(from https://theembazaar.com/tf/educate/)
11:49:32	56413/56413	---M--	200	added ('OK')	image/jpeg	etag:%22dc5d-5f175978-8d22f09bb0b889e3;;;%22	https://theembazaar.com/tf/educate/assets/images/img2.jpg	C:/education/theembazaar.com/tf/educate/assets/images/img2.jpg	(from https://theembazaar.com/tf/educate/)
11:49:32	375862/375862	---M--	200	added ('OK')	image/png	etag:%225bc36-5f175973-145d437a5f30f6fe;;;%22	https://theembazaar.com/tf/educate/assets/images/about_img.png	C:/education/theembazaar.com/tf/educate/assets/images/about_img.png	(from https://theembazaar.com/tf/educate/)
11:49:32	46691/46691	---M--	200	added ('OK')	image/jpeg	etag:%22b663-5f175978-933dd942fd2183a7;;;%22	https://theembazaar.com/tf/educate/assets/images/img3.jpg	C:/education/theembazaar.com/tf/educate/assets/images/img3.jpg	(from https://theembazaar.com/tf/educate/)
